Wed Aug 07 2013 20:32:40 GMT-0500 (CDT),39.546
Thu Aug 08 2013 20:32:40 GMT-0500 (CDT),45.084
Fri Aug 09 2013 20:32:40 GMT-0500 (CDT),41.233
Sat Aug 10 2013 20:32:40 GMT-0500 (CDT),38.025
